clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id,latlng
"""Just A Closer Walk With Thee / Old Rugged Cross""",Ephram,"Towns
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,302,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Ephram,"Towns
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,303,"29.9511, -90.0715"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Benny,"Jones
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,304,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Benny,"Jones
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,305,"29.9511, -90.0715"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Kurt,"Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,306,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Kurt,"Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,307,"29.9511, -90.0715"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Roger,"Lewis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,308,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Roger,"Lewis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,309,"29.9511, -90.0715"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Kevin,"Harris
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,310,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Kevin,"Harris
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,311,"29.9511, -90.0715"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Jennell,"Marshall
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,312,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Jennell,"Marshall
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,313,"29.9511, -90.0715"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Greg,"Davis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,314,"40.7989, -81.3784"
"""Just A Closer Walk With Thee / Old Rugged Cross""",Greg,"Davis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,315,"29.9511, -90.0715"
Interview with Grand Marshall Gloria Irving (I),Gloria,"Irving
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,316,"40.7989, -81.3784"
Interview with Grand Marshall Gloria Irving (I),Gloria,"Irving
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,317,"29.9511, -90.0715"
Interview with Grand Marshall Gloria Irving (I),Alan,"Lomax
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,318,"40.7989, -81.3784"
Interview with Grand Marshall Gloria Irving (I),Alan,"Lomax
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,319,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... ""","""Brother""","Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,320,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... ""","""Brother""","Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,321,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Ephram,"Towns
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,322,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Ephram,"Towns
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,323,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Benny,"Jones
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,324,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Benny,"Jones
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,325,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Kurt,"Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,326,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Kurt,"Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,327,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Roger,"Lewis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,328,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Roger,"Lewis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,329,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Kevin,"Harris
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,330,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Kevin,"Harris
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,331,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Jennell,"Marshall
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,332,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Jennell,"Marshall
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,333,"29.9511, -90.0715"
"""Just A Closer Walk With Thee ... """,Greg,"Davis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,334,"40.7989, -81.3784"
"""Just A Closer Walk With Thee ... """,Greg,"Davis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,335,"29.9511, -90.0715"
"""Didn't He Ramble""","""Brother""","Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,336,"40.7989, -81.3784"
"""Didn't He Ramble""","""Brother""","Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,337,"29.9511, -90.0715"
"""Didn't He Ramble""",Ephram,"Towns
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,338,"40.7989, -81.3784"
"""Didn't He Ramble""",Ephram,"Towns
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,339,"29.9511, -90.0715"
"""Didn't He Ramble""",Benny,"Jones
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,340,"40.7989, -81.3784"
"""Didn't He Ramble""",Benny,"Jones
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,341,"29.9511, -90.0715"
"""Didn't He Ramble""",Kurt,"Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,342,"40.7989, -81.3784"
"""Didn't He Ramble""",Kurt,"Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,343,"29.9511, -90.0715"
"""Didn't He Ramble""",Roger,"Lewis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,344,"40.7989, -81.3784"
"""Didn't He Ramble""",Roger,"Lewis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,345,"29.9511, -90.0715"
"""Didn't He Ramble""",Kevin,"Harris
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,346,"40.7989, -81.3784"
"""Didn't He Ramble""",Kevin,"Harris
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,347,"29.9511, -90.0715"
"""Didn't He Ramble""",Jennell,"Marshall
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,348,"40.7989, -81.3784"
"""Didn't He Ramble""",Jennell,"Marshall
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,349,"29.9511, -90.0715"
"""Didn't He Ramble""",Greg,"Davis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,350,"40.7989, -81.3784"
"""Didn't He Ramble""",Greg,"Davis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,351,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""","""Brother""","Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,352,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""","""Brother""","Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,353,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""",Ephram,"Towns
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,354,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""",Ephram,"Towns
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,355,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""",Benny,"Jones
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,356,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""",Benny,"Jones
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,357,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""",Kurt,"Joseph
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,358,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""",Kurt,"Joseph
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,359,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""",Roger,"Lewis
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,360,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""",Roger,"Lewis
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,361,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""",Kevin,"Harris
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,362,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""",Kevin,"Harris
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,363,"29.9511, -90.0715"
"""Feet Don't Fail Me Now""",Jennell,"Marshall
",St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,New Orleans 1982,364,"40.7989, -81.3784"
"""Feet Don't Fail Me Now""",Jennell,"Marshall
",Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,New Orleans 1982,365,"29.9511, -90.0715"
